tool,db_layout,workload,strategy,N_or_K,rep,prefetch_time_us,n_prefetch,n_syscalls
prefetch_access,orig,A,2e_K50,50,1,13.16,68,68
prefetch_access,orig,A,2e_K50,50,2,12.81,68,68
prefetch_access,orig,A,2e_K50,50,3,12.53,68,68
prefetch_access,orig,A,2e_K92,92,1,22.33,110,110
prefetch_access,orig,A,2e_K92,92,2,21.28,110,110
prefetch_access,orig,A,2e_K92,92,3,19.5,110,110
prefetch_access,orig,A,2e_K100,100,1,20.22,118,118
prefetch_access,orig,A,2e_K100,100,2,19.75,118,118
prefetch_access,orig,A,2e_K100,100,3,23.44,118,118
prefetch_access,orig,A,2e_K500,500,1,83.87,518,518
prefetch_access,orig,A,2e_K500,500,2,85.75,518,518
prefetch_access,orig,A,2e_K500,500,3,78.41,518,518
prefetch_access,vacuum,A,2d,0,1,3.29,12,12
prefetch_access,vacuum,A,2d,0,2,3.88,12,12
prefetch_access,vacuum,A,2d,0,3,2.96,12,12
prefetch_access,vacuum,A,2e_K10,10,1,5.93,22,22
prefetch_access,vacuum,A,2e_K10,10,2,5.16,22,22
prefetch_access,vacuum,A,2e_K10,10,3,4.04,22,22
prefetch_access,vacuum,A,2e_K40,40,1,13.14,52,52
prefetch_access,vacuum,A,2e_K40,40,2,11.39,52,52
prefetch_access,vacuum,A,2e_K40,40,3,9.32,52,52
prefetch_access,vacuum,A,2e_K50,50,1,12.67,62,62
prefetch_access,vacuum,A,2e_K50,50,2,12.72,62,62
prefetch_access,vacuum,A,2e_K50,50,3,10.84,62,62
prefetch_access,vacuum,A,2e_K92,92,1,20.57,104,104
prefetch_access,vacuum,A,2e_K92,92,2,18.46,104,104
prefetch_access,vacuum,A,2e_K92,92,3,17.21,104,104
prefetch_access,vacuum,A,2e_K100,100,1,18.5,112,112
prefetch_access,vacuum,A,2e_K100,100,2,18.84,112,112
prefetch_access,vacuum,A,2e_K100,100,3,18.25,112,112
prefetch_access,vacuum,A,2e_K500,500,1,85.55,512,512
prefetch_access,vacuum,A,2e_K500,500,2,79.92,512,512
prefetch_access,vacuum,A,2e_K500,500,3,80.28,512,512
prefetch_access,ta,A,2d,0,1,6.38,31,31
prefetch_access,ta,A,2d,0,2,5.71,31,31
prefetch_access,ta,A,2d,0,3,5.45,31,31
prefetch_access,ta,A,2e_K10,10,1,8.44,41,41
prefetch_access,ta,A,2e_K10,10,2,8.56,41,41
prefetch_access,ta,A,2e_K10,10,3,7.39,41,41
prefetch_access,ta,A,2e_K40,40,1,15.69,71,71
prefetch_access,ta,A,2e_K40,40,2,12.26,71,71
prefetch_access,ta,A,2e_K40,40,3,11.29,71,71
prefetch_access,ta,A,2e_K50,50,1,19.15,81,81
prefetch_access,ta,A,2e_K50,50,2,13.65,81,81
prefetch_access,ta,A,2e_K50,50,3,13.6,81,81
prefetch_access,ta,A,2e_K92,92,1,23.34,123,123
prefetch_access,ta,A,2e_K92,92,2,23.15,123,123
prefetch_access,ta,A,2e_K92,92,3,20.13,123,123
prefetch_access,ta,A,2e_K100,100,1,22.33,131,131
prefetch_access,ta,A,2e_K100,100,2,21.7,131,131
prefetch_access,ta,A,2e_K100,100,3,21.91,131,131
prefetch_access,ta,A,2e_K500,500,1,84.55,531,531
prefetch_access,ta,A,2e_K500,500,2,86.38,531,531
prefetch_access,ta,A,2e_K500,500,3,79.31,531,531
prefetch_access,orig,B,2d,0,1,3.68,16,16
prefetch_access,orig,B,2d,0,2,5.2,16,16
prefetch_access,orig,B,2d,0,3,3.25,16,16
prefetch_access,orig,B,2e_K10,10,1,6.58,26,26
prefetch_access,orig,B,2e_K10,10,2,5.86,26,26
prefetch_access,orig,B,2e_K10,10,3,4.89,26,26
prefetch_access,orig,B,2e_K40,40,1,12.5,56,56
prefetch_access,orig,B,2e_K40,40,2,12.67,56,56
prefetch_access,orig,B,2e_K40,40,3,9.86,56,56
prefetch_access,orig,B,2e_K50,50,1,13.08,66,66
prefetch_access,orig,B,2e_K50,50,2,12.87,66,66
prefetch_access,orig,B,2e_K50,50,3,11.29,66,66
prefetch_access,orig,B,2e_K92,92,1,20.9,108,108
prefetch_access,orig,B,2e_K92,92,2,20.83,108,108
prefetch_access,orig,B,2e_K92,92,3,18.71,108,108
prefetch_access,orig,B,2e_K100,100,1,20.07,116,116
prefetch_access,orig,B,2e_K100,100,2,20.8,116,116
prefetch_access,orig,B,2e_K100,100,3,19.56,116,116
prefetch_access,orig,B,2e_K500,500,1,84.61,516,516
prefetch_access,orig,B,2e_K500,500,2,83.72,516,516
prefetch_access,orig,B,2e_K500,500,3,78.17,516,516
prefetch_access,vacuum,B,2d,0,1,2.87,12,12
prefetch_access,vacuum,B,2d,0,2,3.88,12,12
prefetch_access,vacuum,B,2d,0,3,2.99,12,12
prefetch_access,vacuum,B,2e_K10,10,1,5.71,22,22
prefetch_access,vacuum,B,2e_K10,10,2,4.88,22,22
prefetch_access,vacuum,B,2e_K10,10,3,4.42,22,22
prefetch_access,vacuum,B,2e_K40,40,1,9.93,52,52
prefetch_access,vacuum,B,2e_K40,40,2,10.71,52,52
prefetch_access,vacuum,B,2e_K40,40,3,9.41,52,52
prefetch_access,vacuum,B,2e_K50,50,1,11.8,62,62
prefetch_access,vacuum,B,2e_K50,50,2,11.04,62,62
prefetch_access,vacuum,B,2e_K50,50,3,10.29,62,62
prefetch_access,vacuum,B,2e_K92,92,1,19.32,104,104
prefetch_access,vacuum,B,2e_K92,92,2,18.84,104,104
prefetch_access,vacuum,B,2e_K92,92,3,17.19,104,104
prefetch_access,vacuum,B,2e_K100,100,1,17.95,112,112
prefetch_access,vacuum,B,2e_K100,100,2,18.04,112,112
prefetch_access,vacuum,B,2e_K100,100,3,18.29,112,112
prefetch_access,vacuum,B,2e_K500,500,1,82.87,512,512
prefetch_access,vacuum,B,2e_K500,500,2,80.92,512,512
prefetch_access,vacuum,B,2e_K500,500,3,79.18,512,512
prefetch_access,ta,B,2d,0,1,5.6,31,31
prefetch_access,ta,B,2d,0,2,5.56,31,31
prefetch_access,ta,B,2d,0,3,5.62,31,31
prefetch_access,ta,B,2e_K10,10,1,7.07,41,41
prefetch_access,ta,B,2e_K10,10,2,8.07,41,41
prefetch_access,ta,B,2e_K10,10,3,7.6,41,41
prefetch_access,ta,B,2e_K40,40,1,14.64,71,71
prefetch_access,ta,B,2e_K40,40,2,13.6,71,71
prefetch_access,ta,B,2e_K40,40,3,12.01,71,71
prefetch_access,ta,B,2e_K50,50,1,14.73,81,81
prefetch_access,ta,B,2e_K50,50,2,14.41,81,81
prefetch_access,ta,B,2e_K50,50,3,13.37,81,81
prefetch_access,ta,B,2e_K92,92,1,22.65,123,123
prefetch_access,ta,B,2e_K92,92,2,22.68,123,123
prefetch_access,ta,B,2e_K92,92,3,19.53,123,123
prefetch_access,ta,B,2e_K100,100,1,21.39,131,131
prefetch_access,ta,B,2e_K100,100,2,21.25,131,131
prefetch_access,ta,B,2e_K100,100,3,21.25,131,131
prefetch_access,ta,B,2e_K500,500,1,87.29,531,531
prefetch_access,ta,B,2e_K500,500,2,84.1,531,531
prefetch_access,ta,B,2e_K500,500,3,79.09,531,531
prefetch_access,orig,C,2d,0,1,1.6,4,4
prefetch_access,orig,C,2d,0,2,2.08,4,4
prefetch_access,orig,C,2d,0,3,1.42,4,4
prefetch_access,orig,C,2e_K10,10,1,4.51,14,14
prefetch_access,orig,C,2e_K10,10,2,4.21,14,14
prefetch_access,orig,C,2e_K10,10,3,2.45,14,14
prefetch_access,orig,C,2e_K40,40,1,8.73,44,44
prefetch_access,orig,C,2e_K40,40,2,7.41,44,44
prefetch_access,orig,C,2e_K40,40,3,8.84,44,44
prefetch_access,orig,C,2e_K50,50,1,8.75,54,54
prefetch_access,orig,C,2e_K50,50,2,9.18,54,54
prefetch_access,orig,C,2e_K50,50,3,9.12,54,54
prefetch_access,orig,C,2e_K92,92,1,15.31,96,96
prefetch_access,orig,C,2e_K92,92,2,14.86,96,96
prefetch_access,orig,C,2e_K92,92,3,15.36,96,96
prefetch_access,orig,C,2e_K100,100,1,16.77,104,104
prefetch_access,orig,C,2e_K100,100,2,16.51,104,104
prefetch_access,orig,C,2e_K100,100,3,16.09,104,104
prefetch_access,orig,C,2e_K500,500,1,74.58,504,504
prefetch_access,orig,C,2e_K500,500,2,78.01,504,504
prefetch_access,orig,C,2e_K500,500,3,159.12,504,504
prefetch_access,vacuum,C,2d,0,1,2.05,4,4
prefetch_access,vacuum,C,2d,0,2,1.9,4,4
prefetch_access,vacuum,C,2d,0,3,1.18,4,4
prefetch_access,vacuum,C,2e_K10,10,1,6.53,14,14
prefetch_access,vacuum,C,2e_K10,10,2,3.55,14,14
prefetch_access,vacuum,C,2e_K10,10,3,3.25,14,14
prefetch_access,vacuum,C,2e_K40,40,1,8.67,44,44
prefetch_access,vacuum,C,2e_K40,40,2,8.4,44,44
prefetch_access,vacuum,C,2e_K40,40,3,7.55,44,44
prefetch_access,vacuum,C,2e_K50,50,1,9.24,54,54
prefetch_access,vacuum,C,2e_K50,50,2,10.6,54,54
prefetch_access,vacuum,C,2e_K50,50,3,8.97,54,54
prefetch_access,vacuum,C,2e_K92,92,1,14.52,96,96
prefetch_access,vacuum,C,2e_K92,92,2,30.15,96,96
prefetch_access,vacuum,C,2e_K92,92,3,15.01,96,96
prefetch_access,vacuum,C,2e_K100,100,1,17.0,104,104
prefetch_access,vacuum,C,2e_K100,100,2,17.8,104,104
prefetch_access,vacuum,C,2e_K100,100,3,16.84,104,104
prefetch_access,vacuum,C,2e_K500,500,1,74.97,504,504
prefetch_access,vacuum,C,2e_K500,500,2,76.41,504,504
prefetch_access,vacuum,C,2e_K500,500,3,74.18,504,504
prefetch_access,ta,C,2d,0,1,5.62,32,32
prefetch_access,ta,C,2d,0,2,5.92,32,32
prefetch_access,ta,C,2d,0,3,4.95,32,32
prefetch_access,ta,C,2e_K10,10,1,8.36,42,42
prefetch_access,ta,C,2e_K10,10,2,8.41,42,42
prefetch_access,ta,C,2e_K10,10,3,8.02,42,42
prefetch_access,ta,C,2e_K40,40,1,13.3,72,72
prefetch_access,ta,C,2e_K40,40,2,12.81,72,72
prefetch_access,ta,C,2e_K40,40,3,11.23,72,72
prefetch_access,ta,C,2e_K50,50,1,13.69,82,82
prefetch_access,ta,C,2e_K50,50,2,13.57,82,82
prefetch_access,ta,C,2e_K50,50,3,13.88,82,82
prefetch_access,ta,C,2e_K92,92,1,18.73,124,124
prefetch_access,ta,C,2e_K92,92,2,18.5,124,124
prefetch_access,ta,C,2e_K92,92,3,19.29,124,124
prefetch_access,ta,C,2e_K100,100,1,21.0,132,132
prefetch_access,ta,C,2e_K100,100,2,19.81,132,132
prefetch_access,ta,C,2e_K100,100,3,20.9,132,132
prefetch_access,ta,C,2e_K500,500,1,78.43,532,532
prefetch_access,ta,C,2e_K500,500,2,80.71,532,532
prefetch_access,ta,C,2e_K500,500,3,78.8,532,532
prefetch_slru,orig,A,2f_SLRU,,1,1807.75,4048,4048
prefetch_slru,orig,A,2f_SLRU,,2,1928.3,4048,4048
prefetch_slru,orig,A,2f_SLRU,,3,1752.83,4048,4048
prefetch_slru,vacuum,A,2f_SLRU,,1,1626.08,3369,3369
prefetch_slru,vacuum,A,2f_SLRU,,2,1671.23,3369,3369
prefetch_slru,vacuum,A,2f_SLRU,,3,1599.03,3369,3369
prefetch_slru,ta,A,2f_SLRU,,1,1795.05,4043,4043
prefetch_slru,ta,A,2f_SLRU,,2,1719.51,4043,4043
prefetch_slru,ta,A,2f_SLRU,,3,1798.27,4043,4043
prefetch_slru,orig,B,2f_SLRU,,1,1750.87,4122,4122
prefetch_slru,orig,B,2f_SLRU,,2,1809.78,4122,4122
prefetch_slru,orig,B,2f_SLRU,,3,2021.9,4122,4122
prefetch_slru,vacuum,B,2f_SLRU,,1,1655.26,3373,3373
prefetch_slru,vacuum,B,2f_SLRU,,2,1585.18,3373,3373
prefetch_slru,vacuum,B,2f_SLRU,,3,1662.22,3373,3373
prefetch_slru,ta,B,2f_SLRU,,1,1737.58,4107,4107
prefetch_slru,ta,B,2f_SLRU,,2,1804.57,4107,4107
prefetch_slru,ta,B,2f_SLRU,,3,1717.86,4107,4107
prefetch_slru,orig,C,2f_SLRU,,1,1245.5,420,420
prefetch_slru,orig,C,2f_SLRU,,2,1209.34,420,420
prefetch_slru,orig,C,2f_SLRU,,3,1257.66,420,420
prefetch_slru,vacuum,C,2f_SLRU,,1,1168.92,394,394
prefetch_slru,vacuum,C,2f_SLRU,,2,1231.82,394,394
prefetch_slru,vacuum,C,2f_SLRU,,3,1162.32,394,394
prefetch_slru,ta,C,2f_SLRU,,1,1256.57,417,417
prefetch_slru,ta,C,2f_SLRU,,2,1230.48,417,417
prefetch_slru,ta,C,2f_SLRU,,3,1256.58,417,417
