workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,e2e_us,avg_us,majflt,minflt,load,memavail_kb
C,ta,layers_92,pread,128,2,0,0.00,100.00,486.95,1091.41,1578.36,1.61,24.00,28.00,1.69,54715676
C,ta,layers_92,async,128,2,0,0.00,100.00,474.18,403.76,877.94,1.62,24.00,28.00,1.69,54717184
C,ta,2d,pread,128,2,0,0.00,100.00,452.27,1087.21,1539.48,1.61,24.00,28.00,1.69,54716652
C,ta,2d,async,128,2,0,0.00,64.60,480.91,350.59,831.50,1.65,24.00,28.00,1.69,55075896
C,ta,2e_K10,pread,128,2,0,0.00,100.00,191.44,1986.79,2178.23,1.62,23.00,34.00,1.69,54692260
C,ta,2e_K10,async,128,2,0,0.00,100.00,189.41,365.10,554.51,1.62,23.00,34.00,1.69,54691868
C,ta,2e_K500,pread,128,2,0,0.00,100.00,190.42,3846.51,4036.93,1.56,0.00,38.00,1.69,54689988
C,ta,2e_K500,async,128,2,0,0.00,100.00,188.32,882.95,1071.27,1.55,0.00,38.00,1.69,54693008
C,ta,2f_slru,pread,128,2,0,0.00,100.00,103.48,3630.53,3734.01,1.55,0.00,36.00,1.69,54697004
C,ta,2f_slru,async,128,2,0,0.00,100.00,99.90,1115.68,1215.58,1.56,0.00,36.00,1.69,54698652
A,orig,baseline,baseline,128,3,0,0.00,0.00,493.32,0.00,493.32,2.23,180.00,270.00,1.71,54696872
A,vacuum,baseline,baseline,128,3,0,0.00,0.00,627.51,0.00,627.51,2.03,142.00,219.00,1.71,54692940
A,ta,baseline,baseline,128,3,0,0.00,0.00,682.14,0.00,682.14,2.18,177.00,277.00,1.71,54693484
B,orig,baseline,baseline,128,3,0,0.00,0.00,729.15,0.00,729.15,2.29,181.00,273.00,1.71,54694284
B,vacuum,baseline,baseline,128,3,0,0.00,0.00,995.45,0.00,995.45,2.15,144.00,237.00,1.71,54700348
B,ta,baseline,baseline,128,3,0,0.00,0.00,795.63,0.00,795.63,2.34,182.00,277.00,1.71,54700608
C,orig,baseline,baseline,128,3,0,0.00,0.00,1055.76,0.00,1055.76,1.60,24.00,25.00,1.71,54700828
C,vacuum,baseline,baseline,128,3,0,0.00,0.00,982.03,0.00,982.03,1.56,14.00,33.00,1.71,54704948
C,ta,baseline,baseline,128,3,0,0.00,0.00,947.08,0.00,947.08,1.63,25.00,27.00,1.71,54705036
A,orig,layers_5,pread,128,3,0,0.00,100.00,153.69,626.46,780.15,2.15,180.00,271.00,1.71,54705440
A,orig,layers_5,async,128,3,0,0.00,100.00,332.31,255.85,588.16,2.34,180.00,271.00,1.71,54706344
A,orig,layers_92,pread,128,3,0,0.00,100.00,153.75,8170.37,8324.12,2.16,177.00,286.00,1.71,54708060
A,orig,layers_92,async,128,3,0,0.00,100.00,378.87,384.95,763.82,2.13,178.00,283.00,1.71,54710924
A,orig,2d,pread,128,3,0,0.00,100.00,154.34,1898.55,2052.89,2.17,177.00,286.00,1.71,54711652
A,orig,2d,async,128,3,0,0.00,100.00,376.49,275.89,652.38,2.14,178.00,283.00,1.71,54713556
A,orig,2e_K10,pread,128,3,0,0.00,100.00,152.25,2709.61,2861.86,2.26,181.00,287.00,1.71,54712680
A,orig,2e_K10,async,128,3,0,0.00,100.00,328.17,288.83,617.00,2.15,181.00,287.00,1.73,54712684
A,orig,2e_K500,pread,128,3,0,0.00,100.00,155.69,20910.36,21066.05,2.08,168.00,431.00,1.73,54716460
A,orig,2e_K500,async,128,3,0,0.00,100.00,151.50,1452.59,1604.09,2.18,179.00,415.00,1.73,54716312
A,orig,2f_slru,pread,128,3,0,0.00,100.00,105.38,18418.45,18523.83,1.60,0.00,278.00,1.73,54717532
A,orig,2f_slru,async,128,3,0,0.00,100.00,108.25,7417.30,7525.55,1.62,0.00,278.00,1.73,54717140
A,vacuum,layers_5,pread,128,3,0,0.00,100.00,182.68,867.15,1049.83,2.01,143.00,221.00,1.73,54705504
A,vacuum,layers_5,async,128,3,0,0.00,100.00,564.15,258.99,823.14,2.04,143.00,219.00,1.73,54706908
A,vacuum,layers_92,pread,128,3,0,0.00,100.00,196.62,7666.24,7862.86,2.11,142.00,231.00,1.73,54706828
A,vacuum,layers_92,async,128,3,0,0.00,100.00,556.11,376.44,932.55,2.08,142.00,229.00,1.73,54708892
A,vacuum,2d,pread,128,3,0,0.00,100.00,192.63,1383.18,1575.81,2.02,142.00,231.00,1.73,54708892
A,vacuum,2d,async,128,3,0,0.00,100.00,551.05,265.66,816.71,2.05,142.00,229.00,1.73,54709088
A,vacuum,2e_K10,pread,128,3,0,0.00,100.00,185.79,2162.05,2347.84,2.03,143.00,238.00,1.73,54711840
A,vacuum,2e_K10,async,128,3,0,0.00,100.00,491.34,286.30,777.64,2.11,143.00,236.00,1.73,54712320
A,vacuum,2e_K500,pread,128,3,0,0.00,100.00,197.96,44724.55,44922.51,1.98,138.00,358.00,1.73,54712792
A,vacuum,2e_K500,async,128,3,0,0.00,28.50,187.07,931.04,1118.11,2.00,145.00,332.00,1.73,54714432
A,vacuum,2f_slru,pread,128,3,0,0.00,100.00,102.76,14449.74,14552.50,1.62,0.00,214.00,1.73,54715692
A,vacuum,2f_slru,async,128,3,0,0.00,100.00,105.53,5788.31,5893.84,1.58,0.00,214.00,1.73,54715876
A,ta,layers_5,pread,128,3,0,0.00,100.00,491.85,479.27,971.12,2.28,177.00,278.00,1.76,54714400
A,ta,layers_5,async,128,3,0,0.00,100.00,498.33,294.71,793.04,2.18,177.00,275.00,1.76,54718592
A,ta,layers_92,pread,128,3,0,0.00,100.00,183.78,1076.43,1260.21,2.15,175.00,275.00,1.76,54717148
A,ta,layers_92,async,128,3,0,0.00,42.40,378.66,410.40,789.06,2.17,176.00,276.00,1.76,54717372
A,ta,2d,pread,128,3,0,0.00,100.00,194.37,1076.42,1270.79,2.19,176.00,277.00,1.76,54719024
A,ta,2d,async,128,3,0,0.00,72.10,375.62,342.29,717.91,2.22,176.00,275.00,1.76,54719460
A,ta,2e_K10,pread,128,3,0,0.00,100.00,195.74,2062.12,2257.86,2.17,179.00,282.00,1.76,54719688
A,ta,2e_K10,async,128,3,0,0.00,77.40,390.10,354.65,744.75,2.18,179.00,281.00,1.76,54722176
A,ta,2e_K500,pread,128,3,0,0.00,100.00,192.38,17470.33,17662.71,2.19,170.00,413.00,1.76,54985648
A,ta,2e_K500,async,128,3,0,0.00,73.10,194.09,1377.03,1571.12,2.12,178.00,396.00,1.76,54726496
A,ta,2f_slru,pread,128,3,0,0.00,100.00,109.22,17862.54,17971.76,1.62,0.00,279.00,1.76,54728508
A,ta,2f_slru,async,128,3,0,0.00,100.00,104.17,7469.23,7573.40,1.60,0.00,279.00,1.76,54726528
B,orig,layers_5,pread,128,3,0,0.00,100.00,385.44,663.79,1049.23,2.33,181.00,273.00,1.76,54729156
B,orig,layers_5,async,128,3,0,0.00,100.00,391.00,298.65,689.65,2.30,182.00,272.00,1.76,54730428
B,orig,layers_92,pread,128,3,0,0.00,100.00,384.32,8226.81,8611.13,2.29,180.00,280.00,1.76,54731232
B,orig,layers_92,async,128,3,0,0.00,100.00,425.50,442.91,868.41,2.37,181.00,278.00,1.78,54731164
B,orig,2d,pread,128,3,0,0.00,100.00,386.66,1968.33,2354.99,2.26,180.00,281.00,1.78,54731168
B,orig,2d,async,128,3,0,0.00,100.00,398.88,317.96,716.84,2.31,181.00,278.00,1.78,54732008
B,orig,2e_K10,pread,128,3,0,0.00,100.00,382.84,2935.80,3318.64,2.47,180.00,282.00,1.78,54733092
B,orig,2e_K10,async,128,3,0,0.00,100.00,390.45,327.94,718.39,2.28,181.00,279.00,1.78,54734864
B,orig,2e_K500,pread,128,3,0,0.00,100.00,411.55,18972.57,19384.12,2.19,168.00,387.00,1.78,54735376
B,orig,2e_K500,async,128,3,0,0.00,100.00,369.76,1102.16,1471.92,2.25,186.00,328.00,1.78,54735880
B,orig,2f_slru,pread,128,3,0,0.00,100.00,107.86,18334.29,18442.15,1.68,0.00,278.00,1.78,54737144
B,orig,2f_slru,async,128,3,0,0.00,100.00,105.03,7490.95,7595.98,1.71,0.00,278.00,1.78,54735692
B,vacuum,layers_5,pread,128,3,0,0.00,100.00,512.35,778.04,1290.39,2.15,142.00,238.00,1.78,54738884
B,vacuum,layers_5,async,128,3,0,0.00,100.00,508.32,277.50,785.82,2.15,143.00,235.00,1.78,54739112
B,vacuum,layers_92,pread,128,3,0,0.00,100.00,520.60,7704.16,8224.76,2.21,144.00,238.00,1.78,54744096
B,vacuum,layers_92,async,128,3,0,0.00,100.00,512.15,394.29,906.44,2.12,145.00,235.00,1.78,54743740
B,vacuum,2d,pread,128,3,0,0.00,100.00,503.88,1322.58,1826.46,2.11,144.00,238.00,1.78,54744788
B,vacuum,2d,async,128,3,0,0.00,100.00,506.74,275.31,782.05,2.16,145.00,235.00,1.78,54746228
B,vacuum,2e_K10,pread,128,3,0,0.00,100.00,506.32,2217.13,2723.45,2.15,144.00,241.00,1.78,54747068
B,vacuum,2e_K10,async,128,3,0,0.00,100.00,519.95,284.65,804.60,2.16,145.00,238.00,1.79,54747760
B,vacuum,2e_K500,pread,128,3,0,0.00,100.00,472.48,18142.36,18614.84,1.72,10.00,240.00,1.79,54749228
B,vacuum,2e_K500,async,128,3,0,0.00,28.30,405.05,946.89,1351.94,2.12,151.00,283.00,1.79,54749500
B,vacuum,2f_slru,pread,128,3,0,0.00,100.00,106.39,14044.45,14150.84,1.70,0.00,214.00,1.79,54748800
B,vacuum,2f_slru,async,128,3,0,0.00,100.00,104.05,5732.56,5836.61,1.72,0.00,214.00,1.79,54750276
B,ta,layers_5,pread,128,3,0,0.00,100.00,527.55,486.53,1014.08,2.27,182.00,277.00,1.79,54749440
B,ta,layers_5,async,128,3,0,0.00,100.00,601.56,299.17,900.73,2.29,182.00,275.00,1.79,54749944
B,ta,layers_92,pread,128,3,0,0.00,100.00,595.10,1086.55,1681.65,2.29,180.00,275.00,1.79,54750236
B,ta,layers_92,async,128,3,0,0.00,100.00,578.53,417.31,995.84,2.35,181.00,275.00,1.79,54752096
B,ta,2d,pread,128,3,0,0.00,100.00,567.97,1079.99,1647.96,2.30,180.00,277.00,1.79,54752088
B,ta,2d,async,128,3,0,0.00,57.50,592.68,343.63,936.31,2.30,181.00,275.00,1.79,54752348
B,ta,2e_K10,pread,128,3,0,0.00,100.00,581.04,2409.21,2990.25,2.39,180.00,279.00,1.79,54751720
B,ta,2e_K10,async,128,3,0,0.00,98.00,605.69,357.47,963.16,2.30,181.00,278.00,1.79,54753204
B,ta,2e_K500,pread,128,3,0,0.00,100.00,614.04,20069.65,20683.69,2.21,171.00,375.00,1.79,54761036
B,ta,2e_K500,async,128,3,0,0.00,37.60,641.60,1033.03,1674.63,2.26,186.00,317.00,1.79,54760372
B,ta,2f_slru,pread,128,3,0,0.00,100.00,107.13,18156.32,18263.45,1.69,0.00,279.00,1.79,54760812
B,ta,2f_slru,async,128,3,0,0.00,100.00,106.56,7454.56,7561.12,1.73,0.00,279.00,1.89,54758600
C,orig,layers_5,pread,128,3,0,0.00,100.00,1018.45,667.72,1686.17,1.59,24.00,25.00,1.89,54761656
C,orig,layers_5,async,128,3,0,0.00,100.00,2293.30,299.14,2592.44,1.61,24.00,25.00,1.89,54762660
C,orig,layers_92,pread,128,3,0,0.00,100.00,632.05,8274.28,8906.33,1.61,24.00,25.00,1.89,54762216
C,orig,layers_92,async,128,3,0,0.00,100.00,630.48,438.11,1068.59,1.62,24.00,25.00,1.89,54763592
C,orig,2d,pread,128,3,0,0.00,100.00,630.16,621.09,1251.25,1.63,24.00,25.00,1.89,54763424
C,orig,2d,async,128,3,0,0.00,100.00,635.86,299.86,935.72,1.64,24.00,25.00,1.89,54764056
C,orig,2e_K10,pread,128,3,0,0.00,100.00,152.40,1437.30,1589.70,1.61,23.00,33.00,1.89,54763648
C,orig,2e_K10,async,128,3,0,0.00,100.00,152.39,308.79,461.18,1.61,23.00,33.00,1.89,54764824
C,orig,2e_K500,pread,128,3,0,0.00,100.00,154.33,2503.76,2658.09,1.56,0.00,36.00,1.89,54718704
C,orig,2e_K500,async,128,3,0,0.00,66.30,152.28,711.34,863.62,1.55,0.00,36.00,1.89,54719280
C,orig,2f_slru,pread,128,3,0,0.00,100.00,102.10,3013.31,3115.41,1.53,0.00,36.00,1.89,54720180
C,orig,2f_slru,async,128,3,0,0.00,100.00,104.25,1085.74,1189.99,1.52,0.00,36.00,1.89,54720936
C,vacuum,layers_5,pread,128,3,0,0.00,100.00,886.00,812.41,1698.41,1.53,14.00,33.00,1.89,54721256
C,vacuum,layers_5,async,128,3,0,0.00,100.00,900.82,306.94,1207.76,1.55,14.00,33.00,1.89,54721640
C,vacuum,layers_92,pread,128,3,0,0.00,100.00,478.48,7658.08,8136.56,1.53,14.00,36.00,1.89,54721960
C,vacuum,layers_92,async,128,3,0,0.00,100.00,477.30,416.43,893.73,1.56,14.00,36.00,1.89,54723336
C,vacuum,2d,pread,128,3,0,0.00,100.00,475.09,656.14,1131.23,1.58,14.00,36.00,1.89,54723396
C,vacuum,2d,async,128,3,0,0.00,100.00,502.80,298.35,801.15,1.53,14.00,36.00,1.89,54723460
C,vacuum,2e_K10,pread,128,3,0,0.00,100.00,188.26,1512.66,1700.92,1.54,12.00,44.00,1.90,54723520
C,vacuum,2e_K10,async,128,3,0,0.00,100.00,189.74,313.33,503.07,1.55,12.00,44.00,1.90,54717408
C,vacuum,2e_K500,pread,128,3,0,0.00,100.00,188.22,2575.36,2763.58,1.49,0.00,30.00,1.90,54712624
C,vacuum,2e_K500,async,128,3,0,0.00,56.20,192.51,756.59,949.10,1.49,0.00,30.00,1.90,54717316
C,vacuum,2f_slru,pread,128,3,0,0.00,100.00,102.80,3255.02,3357.82,1.52,0.00,30.00,1.90,54717272
C,vacuum,2f_slru,async,128,3,0,0.00,100.00,106.82,858.86,965.68,1.48,0.00,30.00,1.90,54718568
C,ta,layers_5,pread,128,3,0,0.00,100.00,835.32,486.73,1322.05,1.63,25.00,27.00,1.90,54718540
C,ta,layers_5,async,128,3,0,0.00,100.00,865.89,305.25,1171.14,1.62,25.00,27.00,1.90,54719664
C,ta,layers_92,pread,128,3,0,0.00,100.00,486.81,1054.67,1541.48,1.61,24.00,28.00,1.90,54718832
C,ta,layers_92,async,128,3,0,0.00,54.30,475.78,401.87,877.65,1.69,24.00,28.00,1.90,54720296
C,ta,2d,pread,128,3,0,0.00,100.00,462.35,1056.34,1518.69,1.61,24.00,28.00,1.90,54720484
C,ta,2d,async,128,3,0,0.00,64.60,482.57,349.81,832.38,1.62,24.00,28.00,1.90,54720708
C,ta,2e_K10,pread,128,3,0,0.00,100.00,187.95,2055.07,2243.02,1.61,23.00,34.00,1.90,54725320
C,ta,2e_K10,async,128,3,0,0.00,70.70,189.00,363.57,552.57,1.62,23.00,34.00,1.90,54725980
C,ta,2e_K500,pread,128,3,0,0.00,100.00,189.54,3617.84,3807.38,1.55,0.00,38.00,1.90,54725608
C,ta,2e_K500,async,128,3,0,0.00,100.00,189.40,894.82,1084.22,1.58,0.00,38.00,1.90,54726848
C,ta,2f_slru,pread,128,3,0,0.00,100.00,97.28,3565.19,3662.47,1.54,0.00,36.00,1.90,54727144
C,ta,2f_slru,async,128,3,0,0.00,100.00,99.79,1108.38,1208.17,1.54,0.00,36.00,1.90,54727864
A,orig,baseline,baseline,128,4,0,0.00,0.00,501.88,0.00,501.88,2.14,180.00,270.00,1.90,54727588
A,vacuum,baseline,baseline,128,4,0,0.00,0.00,697.94,0.00,697.94,2.05,142.00,219.00,1.91,54731892
A,ta,baseline,baseline,128,4,0,0.00,0.00,685.01,0.00,685.01,2.22,177.00,277.00,1.91,54732960
B,orig,baseline,baseline,128,4,0,0.00,0.00,727.47,0.00,727.47,2.29,181.00,273.00,1.91,54732068
B,vacuum,baseline,baseline,128,4,0,0.00,0.00,1023.65,0.00,1023.65,2.17,144.00,237.00,1.91,54733468
B,ta,baseline,baseline,128,4,0,0.00,0.00,765.55,0.00,765.55,2.30,182.00,277.00,1.91,54725308
C,orig,baseline,baseline,128,4,0,0.00,0.00,1038.48,0.00,1038.48,1.61,24.00,25.00,1.91,54726084
C,vacuum,baseline,baseline,128,4,0,0.00,0.00,969.58,0.00,969.58,1.66,14.00,33.00,1.91,54726304
C,ta,baseline,baseline,128,4,0,0.00,0.00,872.33,0.00,872.33,1.61,25.00,27.00,1.91,54728680
A,orig,layers_5,pread,128,4,0,0.00,100.00,152.42,2273.88,2426.30,2.17,180.00,271.00,1.91,54729248
A,orig,layers_5,async,128,4,0,0.00,100.00,305.88,260.05,565.93,2.19,180.00,271.00,1.91,54729660
A,orig,layers_92,pread,128,4,0,0.00,100.00,156.88,8149.73,8306.61,2.15,177.00,286.00,1.91,54730512
A,orig,layers_92,async,128,4,0,0.00,100.00,333.17,389.84,723.01,2.22,178.00,283.00,1.91,54733996
A,orig,2d,pread,128,4,0,0.00,100.00,154.98,1896.01,2050.99,2.17,177.00,286.00,1.91,54734284
A,orig,2d,async,128,4,0,0.00,100.00,333.21,275.13,608.34,2.17,178.00,283.00,1.91,54734600
A,orig,2e_K10,pread,128,4,0,0.00,100.00,153.13,2721.88,2875.01,2.19,181.00,287.00,1.91,54737016
A,orig,2e_K10,async,128,4,0,0.00,100.00,300.57,288.12,588.69,2.16,181.00,287.00,1.91,54737168
A,orig,2e_K500,pread,128,4,0,0.00,100.00,158.36,21583.33,21741.69,2.08,168.00,429.00,1.92,54737284
A,orig,2e_K500,async,128,4,0,0.00,100.00,154.15,1070.42,1224.57,2.12,179.00,417.00,1.92,54740608
A,orig,2f_slru,pread,128,4,0,0.00,100.00,105.42,18343.03,18448.45,1.57,0.00,278.00,1.92,54741204
A,orig,2f_slru,async,128,4,0,0.00,100.00,134.39,7400.27,7534.66,1.60,0.00,278.00,1.92,54738796
A,vacuum,layers_5,pread,128,4,0,0.00,100.00,178.73,765.02,943.75,2.02,143.00,221.00,1.92,54740400
A,vacuum,layers_5,async,128,4,0,0.00,100.00,552.66,255.83,808.49,2.07,143.00,219.00,1.92,54743832
A,vacuum,layers_92,pread,128,4,0,0.00,100.00,194.18,7632.92,7827.10,2.02,142.00,231.00,1.92,54744216
A,vacuum,layers_92,async,128,4,0,0.00,100.00,552.67,382.35,935.02,2.05,142.00,229.00,1.92,54747320
A,vacuum,2d,pread,128,4,0,0.00,100.00,186.01,1382.00,1568.01,2.04,142.00,231.00,1.92,54737108
A,vacuum,2d,async,128,4,0,0.00,100.00,550.65,260.51,811.16,2.03,142.00,229.00,1.92,54739596
A,vacuum,2e_K10,pread,128,4,0,0.00,100.00,184.92,2164.85,2349.77,2.03,143.00,238.00,1.92,54740224
A,vacuum,2e_K10,async,128,4,0,0.00,100.00,559.87,291.79,851.66,2.04,143.00,236.00,1.92,54740756
A,vacuum,2e_K500,pread,128,4,0,0.00,100.00,194.48,44814.72,45009.20,1.96,138.00,361.00,1.92,54741004
A,vacuum,2e_K500,async,128,4,0,0.00,17.40,206.36,914.39,1120.75,2.11,145.00,331.00,1.92,54741244
A,vacuum,2f_slru,pread,128,4,0,0.00,100.00,104.03,13528.17,13632.20,1.59,0.00,214.00,1.92,54741404
A,vacuum,2f_slru,async,128,4,0,0.00,100.00,107.78,5772.98,5880.76,1.60,0.00,214.00,1.92,54742256
A,ta,layers_5,pread,128,4,0,0.00,100.00,480.79,474.57,955.36,2.14,177.00,278.00,1.92,54741764
A,ta,layers_5,async,128,4,0,0.00,100.00,495.98,298.18,794.16,2.16,177.00,276.00,1.92,54742200
A,ta,layers_92,pread,128,4,0,0.00,100.00,186.52,1051.79,1238.31,2.35,175.00,275.00,1.92,54742592
A,ta,layers_92,async,128,4,0,0.00,54.30,425.59,407.86,833.45,2.18,176.00,276.00,1.92,54743064
A,ta,2d,pread,128,4,0,0.00,100.00,250.05,992.20,1242.25,2.19,176.00,277.00,1.92,54743032
A,ta,2d,async,128,4,0,0.00,72.10,437.22,341.54,778.76,2.19,176.00,276.00,1.92,54744588
A,ta,2e_K10,pread,128,4,0,0.00,100.00,195.21,2087.36,2282.57,2.16,179.00,282.00,1.92,54744360
A,ta,2e_K10,async,128,4,0,0.00,77.40,393.51,360.08,753.59,2.18,179.00,281.00,1.92,54744412
A,ta,2e_K500,pread,128,4,0,0.00,100.00,196.61,18100.38,18296.99,2.11,170.00,414.00,1.92,54746168
A,ta,2e_K500,async,128,4,0,0.00,22.80,210.32,1034.26,1244.58,2.15,178.00,398.00,1.92,54745272
A,ta,2f_slru,pread,128,4,0,0.00,100.00,100.59,21693.99,21794.58,1.62,0.00,279.00,1.92,54745860
A,ta,2f_slru,async,128,4,0,0.00,100.00,102.13,7484.94,7587.07,1.60,0.00,279.00,1.92,54741912
B,orig,layers_5,pread,128,4,0,0.00,100.00,427.57,653.28,1080.85,2.24,181.00,273.00,1.92,54736532
B,orig,layers_5,async,128,4,0,0.00,100.00,391.53,303.44,694.97,2.30,182.00,272.00,1.92,54737928
B,orig,layers_92,pread,128,4,0,0.00,100.00,382.83,8469.94,8852.77,2.26,180.00,281.00,1.92,54737436
B,orig,layers_92,async,128,4,0,0.00,100.00,1288.58,440.93,1729.51,2.31,181.00,278.00,1.92,54738132
B,orig,2d,pread,128,4,0,0.00,100.00,377.57,1973.43,2351.00,2.28,180.00,280.00,1.92,54738424
B,orig,2d,async,128,4,0,0.00,100.00,385.12,317.20,702.32,2.26,181.00,278.00,1.93,54738056
B,orig,2e_K10,pread,128,4,0,0.00,100.00,673.90,2890.07,3563.97,2.29,180.00,283.00,1.93,54738868
B,orig,2e_K10,async,128,4,0,0.00,100.00,390.61,333.84,724.45,2.29,181.00,280.00,1.93,54738688
B,orig,2e_K500,pread,128,4,0,0.00,100.00,451.22,18977.77,19428.99,2.18,168.00,388.00,1.93,54739468
B,orig,2e_K500,async,128,4,0,0.00,100.00,428.83,1735.76,2164.59,2.32,186.00,328.00,1.93,54741092
B,orig,2f_slru,pread,128,4,0,0.00,100.00,112.59,18122.39,18234.98,1.69,0.00,278.00,1.93,54742008
B,orig,2f_slru,async,128,4,0,0.00,100.00,105.38,7505.62,7611.00,1.69,0.00,278.00,1.93,54739216
B,vacuum,layers_5,pread,128,4,0,0.00,100.00,577.65,776.22,1353.87,2.16,142.00,238.00,1.93,54743496
B,vacuum,layers_5,async,128,4,0,0.00,100.00,508.53,267.36,775.89,2.16,143.00,235.00,1.93,54743640
B,vacuum,layers_92,pread,128,4,0,0.00,100.00,513.25,7881.04,8394.29,2.21,144.00,238.00,1.93,54743048
B,vacuum,layers_92,async,128,4,0,0.00,100.00,514.48,386.95,901.43,2.16,145.00,235.00,1.93,54744704
B,vacuum,2d,pread,128,4,0,0.00,100.00,506.33,1383.81,1890.14,2.14,144.00,238.00,1.93,54745140
B,vacuum,2d,async,128,4,0,0.00,100.00,480.24,274.41,754.65,2.17,145.00,235.00,1.93,54745320
B,vacuum,2e_K10,pread,128,4,0,0.00,100.00,510.23,2220.28,2730.51,2.11,144.00,241.00,1.93,54740468
B,vacuum,2e_K10,async,128,4,0,0.00,100.00,503.37,282.93,786.30,2.13,145.00,238.00,1.93,54740776
B,vacuum,2e_K500,pread,128,4,0,0.00,100.00,453.09,18878.23,19331.32,1.71,10.00,239.00,1.93,54741564
B,vacuum,2e_K500,async,128,4,0,0.00,30.90,383.03,918.88,1301.91,2.11,151.00,282.00,1.93,54741408
B,vacuum,2f_slru,pread,128,4,0,0.00,100.00,101.10,14206.64,14307.74,1.71,0.00,214.00,1.93,54742412
B,vacuum,2f_slru,async,128,4,0,0.00,100.00,105.31,5710.71,5816.02,1.71,0.00,214.00,1.93,54742392
B,ta,layers_5,pread,128,4,0,0.00,100.00,590.90,429.89,1020.79,2.29,182.00,277.00,1.93,54741740
B,ta,layers_5,async,128,4,0,0.00,100.00,603.91,250.73,854.64,2.24,182.00,275.00,1.93,54742064
B,ta,layers_92,pread,128,4,0,0.00,100.00,596.59,1039.09,1635.68,2.33,180.00,275.00,1.93,54733732
B,ta,layers_92,async,128,4,0,0.00,51.10,576.74,363.51,940.25,2.31,181.00,275.00,1.93,54716528
B,ta,2d,pread,128,4,0,0.00,100.00,568.37,1035.63,1604.00,2.30,180.00,277.00,1.93,54717988
B,ta,2d,async,128,4,0,0.00,100.00,589.35,296.70,886.05,2.25,181.00,275.00,1.93,54718484
B,ta,2e_K10,pread,128,4,0,0.00,100.00,600.76,2331.92,2932.68,2.29,180.00,279.00,1.93,54718060
B,ta,2e_K10,async,128,4,0,0.00,80.00,596.93,309.35,906.28,2.28,181.00,278.00,1.93,54718608
B,ta,2e_K500,pread,128,4,0,0.00,100.00,525.66,17028.53,17554.19,2.22,171.00,372.00,1.93,54718976
B,ta,2e_K500,async,128,4,0,0.00,22.80,567.43,925.93,1493.36,2.26,186.00,315.00,1.93,54718444
B,ta,2f_slru,pread,128,4,0,0.00,100.00,111.13,17340.51,17451.64,1.70,0.00,279.00,1.93,54718772
B,ta,2f_slru,async,128,4,0,0.00,100.00,106.55,30148.19,30254.74,1.69,0.00,279.00,1.93,54717896
C,orig,layers_5,pread,128,4,0,0.00,100.00,1017.30,623.60,1640.90,1.60,24.00,25.00,1.94,54718712
C,orig,layers_5,async,128,4,0,0.00,100.00,1014.70,253.66,1268.36,1.61,24.00,25.00,1.94,54719268
C,orig,layers_92,pread,128,4,0,0.00,100.00,738.16,8099.64,8837.80,1.62,24.00,25.00,1.94,54713784
C,orig,layers_92,async,128,4,0,0.00,100.00,639.22,380.65,1019.87,1.60,24.00,25.00,1.94,54715624
C,orig,2d,pread,128,4,0,0.00,100.00,636.51,542.97,1179.48,1.59,24.00,25.00,1.94,54715108
C,orig,2d,async,128,4,0,0.00,100.00,567.89,251.67,819.56,1.60,24.00,25.00,1.94,54716868
C,orig,2e_K10,pread,128,4,0,0.00,100.00,152.38,1389.46,1541.84,1.60,23.00,33.00,1.94,54717280
C,orig,2e_K10,async,128,4,0,0.00,100.00,153.77,270.09,423.86,1.62,23.00,33.00,1.94,54717796
C,orig,2e_K500,pread,128,4,0,0.00,100.00,156.34,2484.41,2640.75,1.53,0.00,36.00,1.94,54717348
C,orig,2e_K500,async,128,4,0,0.00,69.20,153.65,672.52,826.17,1.53,0.00,36.00,1.94,54717480
C,orig,2f_slru,pread,128,4,0,0.00,100.00,101.49,2900.11,3001.60,1.53,0.00,36.00,1.94,54718840
C,orig,2f_slru,async,128,4,0,0.00,100.00,100.10,1051.02,1151.12,1.54,0.00,36.00,1.94,54718940
C,vacuum,layers_5,pread,128,4,0,0.00,100.00,900.87,772.08,1672.95,1.53,14.00,33.00,1.94,54718584
C,vacuum,layers_5,async,128,4,0,0.00,100.00,896.97,255.00,1151.97,1.54,14.00,33.00,1.94,54718200
C,vacuum,layers_92,pread,128,4,0,0.00,100.00,501.58,7588.30,8089.88,1.52,14.00,36.00,1.94,54716884
C,vacuum,layers_92,async,128,4,0,0.00,100.00,505.97,376.12,882.09,1.55,14.00,36.00,1.94,54717832
C,vacuum,2d,pread,128,4,0,0.00,100.00,498.99,605.25,1104.24,1.53,14.00,36.00,1.94,54717464
C,vacuum,2d,async,128,4,0,0.00,100.00,506.96,254.97,761.93,1.52,14.00,36.00,1.94,54719840
C,vacuum,2e_K10,pread,128,4,0,0.00,100.00,185.76,1466.29,1652.05,1.52,12.00,44.00,1.94,54720028
C,vacuum,2e_K10,async,128,4,0,0.00,100.00,184.32,266.68,451.00,1.52,12.00,44.00,1.94,54720888
C,vacuum,2e_K500,pread,128,4,0,0.00,100.00,187.47,2613.46,2800.93,1.48,0.00,30.00,1.94,54720952
C,vacuum,2e_K500,async,128,4,0,0.00,47.90,187.20,712.57,899.77,1.48,0.00,30.00,1.94,54722244
