workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,e2e_us,avg_us,majflt,minflt,load,memavail_kb
C,vacuum,2e_K10,pread,128,2,0,0.00,100.00,187.04,1431.10,1618.14,1.52,12.00,44.00,1.93,53971932
C,vacuum,2e_K10,async,128,2,0,0.00,100.00,187.48,266.27,453.75,1.53,12.00,44.00,1.93,53973144
C,vacuum,2e_K40,pread,128,2,0,0.00,100.00,190.18,3816.42,4006.60,1.52,14.00,56.00,1.93,53972784
C,vacuum,2e_K40,async,128,2,0,0.00,100.00,188.82,305.58,494.40,1.53,14.00,57.00,1.93,53973628
C,vacuum,2e_K50,pread,128,2,0,0.00,100.00,190.71,4799.53,4990.24,1.52,13.00,58.00,1.93,53974124
C,vacuum,2e_K50,async,128,2,0,0.00,100.00,185.81,313.40,499.21,1.54,13.00,57.00,1.93,53975096
C,vacuum,2e_K92,pread,128,2,0,0.00,100.00,187.96,3393.48,3581.44,1.49,3.00,38.00,1.93,54264188
C,vacuum,2e_K92,async,128,2,0,0.00,100.00,184.71,373.19,557.90,1.53,13.00,67.00,1.93,53968688
C,vacuum,2e_K100,pread,128,2,0,0.00,100.00,188.14,3015.74,3203.88,1.49,3.00,36.00,1.93,53968360
C,vacuum,2e_K100,async,128,2,0,0.00,100.00,186.41,385.59,572.00,1.54,13.00,66.00,1.93,53968392
C,vacuum,2e_K500,pread,128,2,0,0.00,100.00,195.44,2391.32,2586.76,1.46,0.00,30.00,1.94,53969844
C,vacuum,2e_K500,async,128,2,0,0.00,45.60,189.77,703.92,893.69,1.45,0.00,30.00,1.94,53969512
C,ta,2d,pread,128,2,0,0.00,100.00,453.37,965.99,1419.36,1.60,24.00,28.00,1.94,53969960
C,ta,2d,async,128,2,0,0.00,64.60,479.99,301.61,781.60,1.61,24.00,28.00,1.94,53970648
C,ta,2e_K10,pread,128,2,0,0.00,100.00,188.31,2110.45,2298.76,1.62,23.00,34.00,1.94,53970696
C,ta,2e_K10,async,128,2,0,0.00,63.80,193.12,316.15,509.27,1.61,23.00,34.00,1.94,53971228
C,ta,2e_K40,pread,128,2,0,0.00,100.00,187.70,4602.83,4790.53,1.60,22.00,57.00,1.94,53971504
C,ta,2e_K40,async,128,2,0,0.00,100.00,190.60,356.86,547.46,1.61,22.00,58.00,1.94,53969104
C,ta,2e_K50,pread,128,2,0,0.00,100.00,185.98,5410.92,5596.90,1.61,22.00,49.00,1.94,53986248
C,ta,2e_K50,async,128,2,0,0.00,100.00,187.99,373.83,561.82,1.62,22.00,50.00,1.94,53987892
C,ta,2e_K92,pread,128,2,0,0.00,100.00,193.50,9235.73,9429.23,1.59,18.00,74.00,1.94,53987472
C,ta,2e_K92,async,128,2,0,0.00,100.00,186.87,414.64,601.51,1.60,21.00,66.00,1.94,53987952
C,ta,2e_K100,pread,128,2,0,0.00,100.00,195.11,10285.66,10480.77,1.58,16.00,81.00,1.94,53988732
C,ta,2e_K100,async,128,2,0,0.00,100.00,187.84,419.02,606.86,1.60,23.00,66.00,1.94,53989792
C,ta,2e_K500,pread,128,2,0,0.00,100.00,190.98,3799.90,3990.88,1.55,0.00,38.00,1.94,53990484
C,ta,2e_K500,async,128,2,0,0.00,100.00,185.92,849.86,1035.78,1.54,0.00,38.00,1.94,53991028
A,orig,2d,async,128,3,0,0.00,100.00,331.51,313.87,645.38,2.15,178.00,283.00,1.94,53990064
A,orig,2e_K10,async,128,3,0,0.00,100.00,334.57,286.31,620.88,2.16,181.00,287.00,1.94,53989640
A,orig,2e_K40,async,128,3,0,0.00,100.00,309.07,319.47,628.54,2.21,182.00,306.00,1.94,53990292
A,orig,2e_K50,async,128,3,0,0.00,100.00,328.60,331.70,660.30,2.15,182.00,309.00,1.94,53990308
A,orig,2e_K92,async,128,3,0,0.00,100.00,218.21,401.85,620.06,2.21,183.00,326.00,1.94,53990652
A,orig,2e_K100,async,128,3,0,0.00,100.00,246.75,417.39,664.14,2.18,183.00,326.00,1.94,53986972
A,orig,2e_K500,async,128,3,0,0.00,100.00,156.35,1087.71,1244.06,2.11,179.00,412.00,1.94,53989004
A,vacuum,2d,async,128,3,0,0.00,100.00,566.07,263.18,829.25,2.01,142.00,229.00,1.94,53989140
A,vacuum,2e_K10,async,128,3,0,0.00,100.00,556.53,279.06,835.59,2.05,143.00,236.00,1.94,53964572
A,vacuum,2e_K40,async,128,3,0,0.00,100.00,491.83,322.51,814.34,2.03,148.00,236.00,1.94,53972120
A,vacuum,2e_K50,async,128,3,0,0.00,100.00,554.97,329.76,884.73,2.04,148.00,240.00,1.94,53974164
A,vacuum,2e_K92,async,128,3,0,0.00,100.00,348.18,408.44,756.62,2.06,147.00,260.00,1.94,53974648
A,vacuum,2e_K100,async,128,3,0,0.00,8.00,354.07,398.10,752.17,2.02,147.00,261.00,1.94,53967404
A,vacuum,2e_K500,async,128,3,0,0.00,100.00,196.24,1117.20,1313.44,2.01,145.00,332.00,1.94,53968408
A,ta,2d,async,128,3,0,0.00,53.50,455.63,300.87,756.50,2.16,176.00,276.00,1.94,53968264
A,ta,2e_K10,async,128,3,0,0.00,100.00,397.72,317.96,715.68,2.16,179.00,281.00,1.94,53969004
A,ta,2e_K40,async,128,3,0,0.00,84.30,395.57,360.38,755.95,2.17,180.00,294.00,1.94,53968460
A,ta,2e_K50,async,128,3,0,0.00,93.50,400.69,373.04,773.73,2.16,180.00,297.00,1.94,53968812
A,ta,2e_K92,async,128,3,0,0.00,46.70,895.87,431.48,1327.35,2.18,181.00,315.00,1.95,53971212
A,ta,2e_K100,async,128,3,0,0.00,45.50,377.09,435.23,812.32,2.14,181.00,316.00,1.95,53971312
A,ta,2e_K500,async,128,3,0,0.00,37.80,201.39,1025.61,1227.00,2.12,178.00,394.00,1.95,53972356
B,orig,2d,async,128,3,0,0.00,100.00,381.14,271.72,652.86,2.25,181.00,278.00,1.95,53972244
B,orig,2e_K10,async,128,3,0,0.00,100.00,378.74,290.97,669.71,2.30,181.00,280.00,1.95,53973480
B,orig,2e_K40,async,128,3,0,0.00,100.00,377.99,333.08,711.07,2.25,181.00,287.00,1.95,53974308
B,orig,2e_K50,async,128,3,0,0.00,100.00,382.63,342.59,725.22,2.25,183.00,288.00,1.95,53975104
B,orig,2e_K92,async,128,3,0,0.00,74.50,377.63,407.69,785.32,2.25,184.00,296.00,1.95,53975816
B,orig,2e_K100,async,128,3,0,0.00,100.00,386.71,430.17,816.88,2.31,184.00,296.00,1.95,53976464
B,orig,2e_K500,async,128,3,0,0.00,100.00,429.35,1151.72,1581.07,2.26,186.00,323.00,1.95,53977584
B,vacuum,2d,async,128,3,0,0.00,100.00,509.46,264.78,774.24,2.16,145.00,235.00,1.95,53978084
B,vacuum,2e_K10,async,128,3,0,0.00,100.00,513.62,278.08,791.70,2.14,145.00,238.00,1.95,53979328
B,vacuum,2e_K40,async,128,3,0,0.00,100.00,505.38,319.22,824.60,2.17,146.00,238.00,1.95,53956556
B,vacuum,2e_K50,async,128,3,0,0.00,100.00,469.02,330.53,799.55,2.16,147.00,243.00,1.95,53956624
B,vacuum,2e_K92,async,128,3,0,0.00,79.80,536.12,393.53,929.65,2.17,149.00,249.00,1.95,53957868
B,vacuum,2e_K100,async,128,3,0,0.00,81.20,512.81,402.76,915.57,2.15,149.00,249.00,1.95,53958520
B,vacuum,2e_K500,async,128,3,0,0.00,31.60,408.98,979.73,1388.71,2.11,151.00,281.00,1.95,53959852
B,ta,2d,async,128,3,0,0.00,77.50,589.70,292.67,882.37,2.28,181.00,275.00,1.95,53960604
B,ta,2e_K10,async,128,3,0,0.00,80.00,588.49,309.97,898.46,2.27,181.00,278.00,1.95,53960360
B,ta,2e_K40,async,128,3,0,0.00,97.50,616.75,351.97,968.72,2.30,181.00,283.00,1.95,53961492
B,ta,2e_K50,async,128,3,0,0.00,86.70,592.19,373.74,965.93,2.29,183.00,284.00,1.95,53962128
B,ta,2e_K92,async,128,3,0,0.00,70.50,593.21,426.38,1019.59,2.29,184.00,288.00,1.95,53961356
B,ta,2e_K100,async,128,3,0,0.00,72.10,591.08,428.74,1019.82,2.28,184.00,287.00,1.95,53961888
B,ta,2e_K500,async,128,3,0,0.00,22.60,618.58,996.78,1615.36,2.25,186.00,318.00,1.95,53963532
C,orig,2d,async,128,3,0,0.00,100.00,636.03,260.96,896.99,1.61,24.00,25.00,1.95,53963632
C,orig,2e_K10,async,128,3,0,0.00,100.00,151.48,268.18,419.66,1.60,23.00,33.00,1.95,53963792
C,orig,2e_K40,async,128,3,0,0.00,100.00,153.13,301.31,454.44,1.58,22.00,58.00,1.95,53962180
C,orig,2e_K50,async,128,3,0,0.00,100.00,158.42,314.39,472.81,1.58,22.00,52.00,1.95,53964548
C,orig,2e_K92,async,128,3,0,0.00,100.00,154.41,372.71,527.12,1.59,21.00,64.00,1.95,53964120
C,orig,2e_K100,async,128,3,0,0.00,100.00,154.23,371.60,525.83,1.61,23.00,64.00,1.95,53965048
C,orig,2e_K500,async,128,3,0,0.00,68.30,152.33,651.40,803.73,1.53,0.00,36.00,1.95,53964724
C,vacuum,2d,async,128,3,0,0.00,100.00,471.10,255.24,726.34,1.53,14.00,36.00,1.95,53965252
C,vacuum,2e_K10,async,128,3,0,0.00,100.00,185.23,262.60,447.83,1.52,12.00,44.00,1.95,53966468
C,vacuum,2e_K40,async,128,3,0,0.00,100.00,184.04,306.10,490.14,1.54,14.00,56.00,2.04,53960016
C,vacuum,2e_K50,async,128,3,0,0.00,100.00,183.40,313.59,496.99,1.51,13.00,57.00,2.04,53972708
C,vacuum,2e_K92,async,128,3,0,0.00,100.00,186.03,360.18,546.21,1.53,13.00,66.00,2.04,53972820
C,vacuum,2e_K100,async,128,3,0,0.00,100.00,186.99,385.10,572.09,1.52,13.00,66.00,2.04,53973892
C,vacuum,2e_K500,async,128,3,0,0.00,47.90,184.61,709.47,894.08,1.50,0.00,30.00,2.04,53973840
C,ta,2d,async,128,3,0,0.00,64.60,480.57,300.77,781.34,1.60,24.00,28.00,2.04,53974680
C,ta,2e_K10,async,128,3,0,0.00,100.00,187.80,311.19,498.99,1.60,23.00,34.00,2.04,53975304
C,ta,2e_K40,async,128,3,0,0.00,100.00,192.61,350.61,543.22,1.61,22.00,58.00,2.04,53975880
C,ta,2e_K50,async,128,3,0,0.00,100.00,186.63,361.45,548.08,1.60,22.00,50.00,2.04,53976744
C,ta,2e_K92,async,128,3,0,0.00,100.00,189.66,411.29,600.95,1.60,21.00,66.00,2.04,53975736
C,ta,2e_K100,async,128,3,0,0.00,100.00,186.85,419.47,606.32,1.59,23.00,65.00,2.04,53976328
C,ta,2e_K500,async,128,3,0,0.00,100.00,187.46,802.52,989.98,1.55,0.00,38.00,2.04,53976648
A,orig,2d,async,128,4,0,0.00,100.00,376.25,320.63,696.88,2.13,178.00,283.00,2.04,53977220
A,orig,2e_K10,async,128,4,0,0.00,100.00,379.66,282.52,662.18,2.15,181.00,287.00,2.04,53976504
A,orig,2e_K40,async,128,4,0,0.00,100.00,331.29,324.78,656.07,2.15,182.00,306.00,2.04,53976704
A,orig,2e_K50,async,128,4,0,0.00,100.00,375.19,338.39,713.58,2.17,182.00,310.00,2.04,53977024
A,orig,2e_K92,async,128,4,0,0.00,100.00,251.12,403.26,654.38,2.14,183.00,326.00,2.04,53977836
A,orig,2e_K100,async,128,4,0,0.00,100.00,259.06,415.23,674.29,2.17,183.00,325.00,2.04,53977360
A,orig,2e_K500,async,128,4,0,0.00,100.00,161.29,1096.08,1257.37,2.11,179.00,412.00,2.03,53978212
A,vacuum,2d,async,128,4,0,0.00,100.00,563.27,264.11,827.38,2.08,142.00,229.00,2.03,53978116
A,vacuum,2e_K10,async,128,4,0,0.00,100.00,553.22,277.90,831.12,2.03,143.00,236.00,2.03,53978648
A,vacuum,2e_K40,async,128,4,0,0.00,100.00,553.65,321.19,874.84,2.06,148.00,236.00,2.03,53979984
A,vacuum,2e_K50,async,128,4,0,0.00,100.00,552.12,335.10,887.22,2.03,148.00,240.00,2.03,53974512
A,vacuum,2e_K92,async,128,4,0,0.00,100.00,346.24,411.45,757.69,2.04,147.00,260.00,2.03,53975216
A,vacuum,2e_K100,async,128,4,0,0.00,8.00,717.99,400.21,1118.20,2.05,147.00,261.00,2.03,53975260
A,vacuum,2e_K500,async,128,4,0,0.00,100.00,188.30,1125.24,1313.54,2.00,145.00,330.00,2.03,53976164
A,ta,2d,async,128,4,0,0.00,100.00,453.46,311.39,764.85,2.17,176.00,276.00,2.03,53956636
A,ta,2e_K10,async,128,4,0,0.00,77.40,390.70,312.48,703.18,2.16,179.00,281.00,2.03,53957372
A,ta,2e_K40,async,128,4,0,0.00,100.00,374.71,353.33,728.04,2.17,180.00,294.00,2.03,53959060
A,ta,2e_K50,async,128,4,0,0.00,93.50,395.11,375.07,770.18,2.17,180.00,297.00,2.03,53961460
A,ta,2e_K92,async,128,4,0,0.00,45.90,786.42,430.16,1216.58,2.18,181.00,314.00,2.03,53962280
A,ta,2e_K100,async,128,4,0,0.00,45.50,512.38,433.44,945.82,2.13,181.00,316.00,2.03,53962420
A,ta,2e_K500,async,128,4,0,0.00,37.60,207.01,988.68,1195.69,2.13,178.00,400.00,2.03,53963484
B,orig,2d,async,128,4,0,0.00,100.00,385.35,278.59,663.94,2.24,181.00,277.00,2.03,53963720
B,orig,2e_K10,async,128,4,0,0.00,100.00,397.19,305.92,703.11,2.29,181.00,280.00,2.03,53964728
B,orig,2e_K40,async,128,4,0,0.00,100.00,387.65,334.97,722.62,2.27,181.00,287.00,2.03,53965428
B,orig,2e_K50,async,128,4,0,0.00,100.00,377.18,351.95,729.13,2.26,183.00,289.00,2.03,53965532
B,orig,2e_K92,async,128,4,0,0.00,100.00,382.29,418.27,800.56,2.24,184.00,299.00,2.03,53966760
B,orig,2e_K100,async,128,4,0,0.00,78.00,381.79,417.21,799.00,3.10,184.00,298.00,2.03,53959252
B,orig,2e_K500,async,128,4,0,0.00,100.00,413.50,1167.77,1581.27,2.29,186.00,326.00,2.03,53965448
B,vacuum,2d,async,128,4,0,0.00,100.00,477.86,292.54,770.40,2.11,145.00,235.00,2.03,53966436
B,vacuum,2e_K10,async,128,4,0,0.00,100.00,519.15,281.29,800.44,2.09,145.00,238.00,2.03,53966736
B,vacuum,2e_K40,async,128,4,0,0.00,100.00,508.12,315.22,823.34,2.14,146.00,238.00,2.03,53966768
B,vacuum,2e_K50,async,128,4,0,0.00,100.00,512.49,333.58,846.07,2.14,147.00,244.00,2.03,53968276
B,vacuum,2e_K92,async,128,4,0,0.00,79.80,517.26,407.00,924.26,2.15,149.00,249.00,2.03,53968512
B,vacuum,2e_K100,async,128,4,0,0.00,82.10,512.91,410.64,923.55,2.12,149.00,249.00,2.03,53969140
B,vacuum,2e_K500,async,128,4,0,0.00,18.80,655.75,971.54,1627.29,2.11,151.00,288.00,2.03,53970080
B,ta,2d,async,128,4,0,0.00,77.50,591.80,297.18,888.98,2.28,181.00,275.00,2.03,53970600
B,ta,2e_K10,async,128,4,0,0.00,98.00,595.06,315.06,910.12,2.30,181.00,278.00,2.03,53970524
B,ta,2e_K40,async,128,4,0,0.00,96.20,602.73,351.13,953.86,2.30,181.00,283.00,2.03,53971412
B,ta,2e_K50,async,128,4,0,0.00,96.70,594.01,370.78,964.79,2.30,183.00,284.00,2.03,53971512
B,ta,2e_K92,async,128,4,0,0.00,69.70,593.11,428.73,1021.84,2.28,184.00,288.00,2.03,53971868
B,ta,2e_K100,async,128,4,0,0.00,72.10,591.77,438.77,1030.54,2.27,184.00,287.00,2.03,53972612
B,ta,2e_K500,async,128,4,0,0.00,23.10,783.16,996.37,1779.53,2.25,186.00,319.00,2.03,53973524
C,orig,2d,async,128,4,0,0.00,100.00,637.60,256.90,894.50,1.57,24.00,25.00,2.03,53973124
C,orig,2e_K10,async,128,4,0,0.00,100.00,152.95,269.67,422.62,1.59,23.00,33.00,2.03,53973528
C,orig,2e_K40,async,128,4,0,0.00,100.00,151.74,296.63,448.37,1.58,22.00,58.00,2.03,53969012
C,orig,2e_K50,async,128,4,0,0.00,100.00,151.50,313.51,465.01,1.58,22.00,51.00,2.03,53970216
C,orig,2e_K92,async,128,4,0,0.00,100.00,154.28,368.26,522.54,1.57,21.00,64.00,2.03,53970616
C,orig,2e_K100,async,128,4,0,0.00,100.00,155.30,375.56,530.86,1.58,23.00,64.00,2.03,53971720
C,orig,2e_K500,async,128,4,0,0.00,48.20,163.52,647.82,811.34,1.51,0.00,36.00,2.03,53971300
C,vacuum,2d,async,128,4,0,0.00,100.00,499.75,255.04,754.79,1.52,14.00,36.00,2.03,53971484
C,vacuum,2e_K10,async,128,4,0,0.00,100.00,187.01,265.26,452.27,1.53,12.00,44.00,2.03,53972732
C,vacuum,2e_K40,async,128,4,0,0.00,100.00,184.95,305.17,490.12,1.51,14.00,56.00,2.03,53972664
C,vacuum,2e_K50,async,128,4,0,0.00,100.00,188.49,308.91,497.40,1.50,13.00,58.00,2.03,53975072
C,vacuum,2e_K92,async,128,4,0,0.00,100.00,184.88,362.87,547.75,1.51,13.00,68.00,2.03,53973752
C,vacuum,2e_K100,async,128,4,0,0.00,100.00,184.71,382.76,567.47,1.50,13.00,66.00,2.03,53974352
C,vacuum,2e_K500,async,128,4,0,0.00,59.80,186.78,701.53,888.31,1.49,0.00,30.00,2.03,53975228
C,ta,2d,async,128,4,0,0.00,64.60,487.78,303.11,790.89,1.60,24.00,28.00,2.03,53975560
C,ta,2e_K10,async,128,4,0,0.00,100.00,191.19,314.21,505.40,1.61,23.00,34.00,2.03,53975816
C,ta,2e_K40,async,128,4,0,0.00,100.00,186.62,357.00,543.62,1.60,22.00,58.00,2.03,53976220
C,ta,2e_K50,async,128,4,0,0.00,100.00,204.31,357.40,561.71,1.61,22.00,50.00,2.03,53976324
C,ta,2e_K92,async,128,4,0,0.00,100.00,188.56,407.98,596.54,1.60,21.00,66.00,2.03,53977440
C,ta,2e_K100,async,128,4,0,0.00,100.00,196.03,421.87,617.90,1.61,23.00,66.00,2.03,53979072
C,ta,2e_K500,async,128,4,0,0.00,100.00,189.12,787.42,976.54,1.54,0.00,38.00,2.03,53978124
A,orig,2d,async,128,5,0,0.00,100.00,304.17,315.22,619.39,2.21,178.00,283.00,2.03,53978684
A,orig,2e_K10,async,128,5,0,0.00,100.00,381.47,287.20,668.67,2.16,181.00,287.00,2.03,53979032
A,orig,2e_K40,async,128,5,0,0.00,100.00,331.75,327.43,659.18,2.16,182.00,306.00,2.03,53978528
A,orig,2e_K50,async,128,5,0,0.00,100.00,376.49,341.65,718.14,2.15,182.00,310.00,2.03,53969892
A,orig,2e_K92,async,128,5,0,0.00,100.00,251.81,402.16,653.97,2.17,183.00,326.00,2.03,53978604
A,orig,2e_K100,async,128,5,0,0.00,100.00,253.56,422.56,676.12,2.17,183.00,326.00,2.03,53979100
A,orig,2e_K500,async,128,5,0,0.00,100.00,151.94,1102.70,1254.64,2.10,179.00,415.00,2.03,53979860
A,vacuum,2d,async,128,5,0,0.00,100.00,550.68,265.00,815.68,2.00,142.00,229.00,2.03,53979760
A,vacuum,2e_K10,async,128,5,0,0.00,100.00,553.69,282.01,835.70,2.04,143.00,236.00,2.03,53980344
A,vacuum,2e_K40,async,128,5,0,0.00,100.00,554.74,319.02,873.76,2.06,148.00,236.00,2.03,53979872
A,vacuum,2e_K50,async,128,5,0,0.00,100.00,551.59,335.15,886.74,2.04,148.00,240.00,2.02,53979964
A,vacuum,2e_K92,async,128,5,0,0.00,100.00,354.02,409.29,763.31,2.04,147.00,260.00,2.02,53980888
A,vacuum,2e_K100,async,128,5,0,0.00,100.00,346.88,416.57,763.45,2.03,147.00,261.00,2.02,53980908
A,vacuum,2e_K500,async,128,5,0,0.00,100.00,188.43,1132.28,1320.71,1.99,145.00,331.00,2.02,53981612
A,ta,2d,async,128,5,0,0.00,72.10,438.28,302.37,740.65,2.13,176.00,275.00,2.02,53981876
A,ta,2e_K10,async,128,5,0,0.00,77.40,403.66,318.79,722.45,2.14,179.00,281.00,2.02,53981604
A,ta,2e_K40,async,128,5,0,0.00,84.30,392.85,350.31,743.16,2.18,180.00,294.00,2.02,53982580
A,ta,2e_K50,async,128,5,0,0.00,93.50,395.35,370.16,765.51,2.15,180.00,297.00,2.02,53983108
A,ta,2e_K92,async,128,5,0,0.00,45.90,745.10,423.42,1168.52,2.18,181.00,315.00,2.02,53983180
A,ta,2e_K100,async,128,5,0,0.00,45.50,823.55,437.14,1260.69,2.20,181.00,317.00,2.02,53983320
A,ta,2e_K500,async,128,5,0,0.00,27.30,196.01,968.36,1164.37,2.12,178.00,395.00,2.02,53983944
B,orig,2d,async,128,5,0,0.00,100.00,398.95,274.30,673.25,2.29,181.00,278.00,2.02,53984608
B,orig,2e_K10,async,128,5,0,0.00,100.00,384.96,291.01,675.97,2.28,181.00,279.00,2.02,53978996
B,orig,2e_K40,async,128,5,0,0.00,100.00,380.99,331.09,712.08,2.26,181.00,287.00,2.02,53983628
B,orig,2e_K50,async,128,5,0,0.00,100.00,386.73,338.84,725.57,2.26,183.00,288.00,2.02,53984972
B,orig,2e_K92,async,128,5,0,0.00,100.00,392.11,417.96,810.07,2.28,184.00,296.00,2.02,53985324
B,orig,2e_K100,async,128,5,0,0.00,100.00,377.28,435.27,812.55,2.25,184.00,296.00,2.02,53985808
B,orig,2e_K500,async,128,5,0,0.00,100.00,430.50,1115.56,1546.06,2.22,186.00,326.00,2.02,53986220
B,vacuum,2d,async,128,5,0,0.00,100.00,506.78,267.02,773.80,2.12,145.00,235.00,2.02,53986528
B,vacuum,2e_K10,async,128,5,0,0.00,100.00,487.21,280.11,767.32,2.13,145.00,238.00,2.02,53987568
B,vacuum,2e_K40,async,128,5,0,0.00,100.00,537.09,315.13,852.22,2.11,146.00,238.00,2.02,53987328
B,vacuum,2e_K50,async,128,5,0,0.00,100.00,506.49,330.28,836.77,2.14,147.00,244.00,2.02,53982420
B,vacuum,2e_K92,async,128,5,0,0.00,79.80,579.96,389.26,969.22,2.16,149.00,249.00,2.02,53981548
B,vacuum,2e_K100,async,128,5,0,0.00,81.20,511.64,402.46,914.10,2.14,149.00,249.00,2.02,53981808
B,vacuum,2e_K500,async,128,5,0,0.00,26.00,394.41,974.01,1368.42,2.12,151.00,282.00,2.02,53950996
B,ta,2d,async,128,5,0,0.00,77.50,594.56,298.44,893.00,2.29,181.00,275.00,2.02,53961928
B,ta,2e_K10,async,128,5,0,0.00,98.00,594.94,317.47,912.41,2.31,181.00,278.00,2.02,53962376
B,ta,2e_K40,async,128,5,0,0.00,85.00,590.17,354.32,944.49,2.27,181.00,283.00,2.02,53962184
B,ta,2e_K50,async,128,5,0,0.00,97.80,593.25,371.64,964.89,2.26,183.00,284.00,2.02,53963076
B,ta,2e_K92,async,128,5,0,0.00,70.50,613.48,430.03,1043.51,2.29,184.00,288.00,2.02,53963520
B,ta,2e_K100,async,128,5,0,0.00,71.40,592.40,439.75,1032.15,2.30,184.00,287.00,2.02,53963624
B,ta,2e_K500,async,128,5,0,0.00,35.90,603.79,1011.08,1614.87,2.25,186.00,319.00,2.18,53952956
C,orig,2d,async,128,5,0,0.00,100.00,638.11,258.70,896.81,1.58,24.00,25.00,2.18,53955336
C,orig,2e_K10,async,128,5,0,0.00,100.00,159.27,267.39,426.66,1.59,23.00,33.00,2.18,53954940
C,orig,2e_K40,async,128,5,0,0.00,100.00,152.65,306.09,458.74,1.58,22.00,58.00,2.18,53955672
C,orig,2e_K50,async,128,5,0,0.00,100.00,151.25,314.40,465.65,1.59,22.00,51.00,2.18,53955688
C,orig,2e_K92,async,128,5,0,0.00,100.00,152.39,366.53,518.92,1.57,21.00,64.00,2.18,53956536
C,orig,2e_K100,async,128,5,0,0.00,100.00,153.82,374.37,528.19,1.57,23.00,65.00,2.18,53954680
C,orig,2e_K500,async,128,5,0,0.00,67.50,153.07,656.51,809.58,1.52,0.00,36.00,2.18,53955016
C,vacuum,2d,async,128,5,0,0.00,100.00,464.80,254.96,719.76,1.52,14.00,36.00,2.18,53956088
C,vacuum,2e_K10,async,128,5,0,0.00,100.00,181.38,264.40,445.78,1.52,12.00,44.00,2.18,54315628
C,vacuum,2e_K40,async,128,5,0,0.00,100.00,183.62,312.18,495.80,1.51,14.00,56.00,2.18,53928608
C,vacuum,2e_K50,async,128,5,0,0.00,100.00,187.25,313.73,500.98,1.51,13.00,57.00,2.18,53929032
C,vacuum,2e_K92,async,128,5,0,0.00,100.00,184.14,357.10,541.24,1.53,13.00,67.00,2.18,53929808
C,vacuum,2e_K100,async,128,5,0,0.00,100.00,188.65,380.14,568.79,1.51,13.00,66.00,2.18,53930064
C,vacuum,2e_K500,async,128,5,0,0.00,46.70,188.13,708.08,896.21,1.47,0.00,30.00,2.18,53930904
C,ta,2d,async,128,5,0,0.00,64.60,425.40,303.51,728.91,1.60,24.00,28.00,2.18,53936660
C,ta,2e_K10,async,128,5,0,0.00,100.00,185.59,318.16,503.75,1.59,23.00,34.00,2.18,53937200
C,ta,2e_K40,async,128,5,0,0.00,100.00,188.66,353.85,542.51,1.60,22.00,57.00,2.18,53938316
C,ta,2e_K50,async,128,5,0,0.00,82.70,185.33,364.07,549.40,1.60,22.00,50.00,2.18,53937980
C,ta,2e_K92,async,128,5,0,0.00,100.00,189.66,426.18,615.84,1.60,21.00,65.00,2.17,53942072
C,ta,2e_K100,async,128,5,0,0.00,100.00,189.84,418.81,608.65,1.60,23.00,65.00,2.17,53943488
C,ta,2e_K500,async,128,5,0,0.00,100.00,195.50,818.28,1013.78,1.54,0.00,38.00,2.17,53943204
A,orig,2d,async,128,6,0,0.00,100.00,306.43,317.47,623.90,2.16,178.00,283.00,2.17,53947700
A,orig,2e_K10,async,128,6,0,0.00,100.00,326.14,283.87,610.01,2.17,181.00,287.00,2.17,53939628
A,orig,2e_K40,async,128,6,0,0.00,100.00,298.77,324.89,623.66,2.15,182.00,306.00,2.17,53940964
A,orig,2e_K50,async,128,6,0,0.00,100.00,333.05,339.29,672.34,2.16,182.00,310.00,2.17,53940960
A,orig,2e_K92,async,128,6,0,0.00,100.00,243.78,405.85,649.63,2.13,183.00,327.00,2.17,53944208
A,orig,2e_K100,async,128,6,0,0.00,100.00,233.74,422.07,655.81,2.20,183.00,325.00,2.17,53945040
A,orig,2e_K500,async,128,6,0,0.00,100.00,153.52,1086.26,1239.78,2.12,179.00,412.00,2.17,53919244
A,vacuum,2d,async,128,6,0,0.00,100.00,560.21,266.39,826.60,2.04,142.00,229.00,2.17,53932728
A,vacuum,2e_K10,async,128,6,0,0.00,100.00,556.96,281.17,838.13,2.05,143.00,236.00,2.17,53933004
A,vacuum,2e_K40,async,128,6,0,0.00,100.00,550.74,316.76,867.50,2.02,148.00,236.00,2.17,53934112
A,vacuum,2e_K50,async,128,6,0,0.00,100.00,553.58,338.21,891.79,2.03,148.00,240.00,2.17,53937440
A,vacuum,2e_K92,async,128,6,0,0.00,6.70,361.91,393.42,755.33,2.01,147.00,260.00,2.17,53938508
A,vacuum,2e_K100,async,128,6,0,0.00,100.00,342.66,422.39,765.05,2.04,147.00,261.00,2.17,53938260
A,vacuum,2e_K500,async,128,6,0,0.00,100.00,187.50,1107.26,1294.76,2.02,145.00,330.00,2.17,53940232
A,ta,2d,async,128,6,0,0.00,100.00,459.64,302.56,762.20,2.16,176.00,276.00,2.15,53943912
A,ta,2e_K10,async,128,6,0,0.00,77.40,394.41,337.09,731.50,2.13,179.00,281.00,2.15,53943368
A,ta,2e_K40,async,128,6,0,0.00,84.30,400.88,356.37,757.25,2.13,180.00,294.00,2.15,53943076
A,ta,2e_K50,async,128,6,0,0.00,80.60,391.26,370.31,761.57,2.16,180.00,297.00,2.15,53948768
