workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
A,orig,layers_92,pread,e2e_warm_us,10,902.36,838.33,809.25,1043.66,727.94,1488.49,10/10,robust,01=1488.5;02=891.3;03=818.7;04=727.9;05=771.0;06=826.3;07=923.4;08=840.2;09=899.9;10=836.5
A,orig,layers_92,pread,first_query_us,10,-38.61,-37.51,-44.29,-33.54,-59.41,-24.45,10/10,robust,01=-59.4;02=-35.1;03=-42.3;04=-39.4;05=-38.3;06=-44.0;07=-32.5;08=-33.8;09=-36.7;10=-24.5
A,ta,2d,async,e2e_us,10,1.48,8.39,-8.49,10.83,-23.39,21.99,6/10,tie,01=7.9;02=12.4;03=14.7;04=-16.1;05=16.8;06=-15.5;07=-12.9;08=8.9;09=22.0;10=-23.4
A,ta,2d,async,e2e_warm_us,10,-22.52,-16.93,-29.98,-15.6,-43.22,-10.5,10/10,robust,01=-20.0;02=-11.9;03=-12.2;04=-33.7;05=-10.5;06=-34.7;07=-32.3;08=-13.9;09=-12.7;10=-43.2
A,ta,2d,async,first_query_us,10,-34.8,-31.27,-41.04,-29.01,-52.96,-23.61,10/10,robust,01=-34.9;02=-26.4;03=-25.8;04=-44.0;05=-23.6;06=-43.9;07=-42.0;08=-26.7;09=-27.7;10=-53.0
A,ta,2d,pread,e2e_us,10,76.07,83.19,60.33,91.44,39.11,108.86,10/10,robust,01=73.3;02=100.9;03=94.1;04=48.5;05=102.1;06=48.6;07=52.0;08=93.1;09=108.9;10=39.1
A,ta,2d,pread,e2e_warm_us,10,51.27,56.42,38.17,64.11,19.64,74.71,10/10,robust,01=46.6;02=72.0;03=66.2;04=28.2;05=74.7;06=29.4;07=30.9;08=70.7;09=74.2;10=19.6
A,ta,2d,pread,first_query_us,10,-38.23,-36.11,-47.18,-30.35,-69.87,-20.59,10/10,robust,01=-69.9;02=-29.9;03=-29.1;04=-46.2;05=-25.1;06=-42.3;07=-42.4;08=-28.1;09=-20.6;10=-48.8
A,ta,2e_K10,async,e2e_us,10,-8.1,-5.53,-25.38,8.71,-51.53,35.91,5/10,tie,01=0.8;02=12.7;03=14.0;04=-11.9;05=-32.3;06=-51.5;07=-12.0;08=11.6;09=35.9;10=-48.4
A,ta,2e_K10,async,e2e_warm_us,10,-31.82,-28.35,-47.58,-16.92,-70.84,1.51,9/10,robust,01=-25.8;02=-11.7;03=-10.7;04=-30.9;05=-59.8;06=-70.8;07=-31.1;08=-10.8;09=1.5;10=-68.0
A,ta,2e_K10,async,first_query_us,10,-45.74,-42.33,-60.56,-31.84,-80.83,-15.28,10/10,robust,01=-42.6;02=-27.5;03=-26.1;04=-43.8;05=-74.5;06=-80.8;07=-42.1;08=-25.6;09=-15.3;10=-79.0
A,ta,2e_K10,pread,e2e_us,10,185.63,194.04,154.59,217.57,103.3,284.87,10/10,robust,01=217.2;02=212.8;03=216.7;04=153.5;05=175.3;06=103.3;07=147.5;08=215.5;09=284.9;10=129.6
A,ta,2e_K10,pread,e2e_warm_us,10,161.43,168.21,132.71,190.99,83.88,250.49,10/10,robust,01=190.5;02=188.5;03=189.0;04=135.8;05=147.9;06=83.9;07=125.3;08=193.1;09=250.5;10=109.7
A,ta,2e_K10,pread,first_query_us,10,-48.47,-42.92,-63.24,-33.89,-80.93,-15.52,10/10,robust,01=-69.5;02=-27.6;03=-26.0;04=-43.9;05=-74.4;06=-80.9;07=-41.9;08=-25.8;09=-15.5;10=-79.1
A,ta,2e_K500,async,e2e_us,10,68.61,68.55,50.02,87.67,26.43,119.04,10/10,robust,01=81.5;02=103.5;03=119.0;04=50.2;05=40.6;06=26.4;07=55.6;08=90.4;09=87.9;10=30.9
