workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2e_K10,async,5,128,371.79,399.16,350.86,19.14,100.0,235.10,137.57,97.77,607.30,469.73,0.0
A,orig,2e_K10,pread,2,128,177.75,,177.64,0.11,100.0,2655.44,138.06,2517.39,2833.18,2695.13,0.0
A,orig,2e_K500,async,5,128,179.95,182.16,174.16,2.80,100.0,999.65,139.01,860.17,1179.37,1039.89,0.0
A,orig,2e_K500,pread,2,128,175.87,,173.85,2.02,100.0,21318.28,139.18,21179.09,21494.14,21354.96,0.0
A,orig,2f_slru,async,5,128,483.79,486.75,481.33,1.94,32.2,7830.77,137.48,7693.16,8317.79,8180.18,0.0
A,orig,2f_slru,pread,2,128,474.32,,465.84,8.48,30.8,19010.12,138.88,18871.25,19484.44,19345.57,0.0
A,orig,baseline,baseline,3,128,497.67,,491.17,4.34,0.0,0.00,0.00,0.00,497.67,497.67,0.0
B,orig,2e_K10,async,5,128,404.28,413.39,398.87,5.58,100.0,234.08,138.53,95.38,640.98,502.45,0.0
B,orig,2e_K10,pread,2,128,401.95,,396.51,5.44,100.0,2782.47,137.12,2645.35,3184.41,3047.30,0.0
B,orig,2e_K500,async,5,128,451.06,553.18,398.16,58.47,100.0,973.87,139.54,834.09,1423.64,1283.86,0.0
B,orig,2e_K500,pread,2,128,397.81,,393.41,4.40,100.0,18946.99,139.17,18807.81,19344.80,19205.62,0.0
B,orig,2f_slru,async,5,128,723.53,759.27,720.27,16.90,31.2,7912.24,138.07,7775.39,8632.51,8495.66,0.0
B,orig,2f_slru,pread,2,128,728.13,,722.94,5.19,31.5,18560.18,137.33,18422.86,19288.32,19150.99,0.0
B,orig,baseline,baseline,3,128,727.71,,727.13,1.49,0.0,0.00,0.00,0.00,727.71,727.71,0.0
