workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
A,1gb,2d,async,10,128,315.06,354.20,302.86,19.35,100.0,250.20,162.61,87.87,565.49,403.68,0.0
A,1gb,2d,pread,5,128,317.49,323.34,311.06,4.26,100.0,1403.83,162.06,1242.65,1727.80,1565.73,0.0
A,1gb,2e_K10,async,10,128,317.72,324.44,313.44,3.87,100.0,263.73,163.22,101.91,582.43,420.20,0.0
A,1gb,2e_K10,pread,5,128,316.55,327.02,310.56,6.20,100.0,1946.68,162.72,1784.55,2266.93,2104.71,0.0
A,1gb,2e_K500,async,10,128,317.24,681.10,312.13,197.53,100.0,943.39,189.76,753.10,1259.62,1068.35,0.0
A,1gb,2e_K500,pread,5,128,428.46,435.98,307.84,49.30,100.0,8873.50,192.33,8680.84,9301.30,9108.64,0.0
A,1gb,2f_slru,async,10,128,99.97,101.96,98.53,1.13,100.0,7311.20,189.96,7120.79,7413.15,7222.74,0.0
A,1gb,2f_slru,pread,5,128,97.42,102.10,96.44,2.33,100.0,8488.95,190.55,8298.40,8586.37,8395.82,0.0
A,1gb,baseline,baseline,10,128,717.43,729.27,709.47,6.57,0.0,0.00,0.00,0.00,717.43,717.43,0.0
A,1gb,layers_5,async,10,128,653.60,1206.74,642.15,300.05,100.0,232.29,163.39,68.80,883.86,720.85,0.0
A,1gb,layers_5,pread,5,128,650.91,656.53,642.40,5.14,100.0,504.15,162.03,341.50,1148.15,987.54,0.0
A,1gb,layers_92,async,10,128,481.77,489.23,474.99,4.77,100.0,370.49,162.62,208.78,854.84,690.35,0.0
A,1gb,layers_92,pread,5,128,482.19,497.39,475.86,8.48,100.0,5223.89,163.51,5060.78,5706.08,5542.51,0.0
B,1gb,2d,async,10,128,316.33,321.39,312.68,2.82,100.0,278.79,190.33,88.19,596.29,405.46,0.0
B,1gb,2d,pread,5,128,316.04,320.72,314.84,2.59,100.0,1436.51,190.37,1246.14,1751.61,1561.24,0.0
B,1gb,2e_K10,async,10,128,316.75,323.84,313.64,3.89,100.0,292.24,190.95,102.35,610.19,422.31,0.0
B,1gb,2e_K10,pread,5,128,313.98,327.63,306.24,8.07,100.0,2021.76,189.69,1832.55,2335.74,2146.53,0.0
B,1gb,2e_K500,async,10,128,318.98,3708.61,309.35,1847.80,100.0,952.62,190.52,762.07,1274.98,1084.55,0.0
B,1gb,2e_K500,pread,5,128,315.94,320.41,313.72,2.65,100.0,14584.42,189.67,14393.00,14898.77,14707.35,0.0
B,1gb,2f_slru,async,10,128,99.92,193.89,94.14,51.39,100.0,7237.26,190.94,7044.24,7337.19,7144.17,0.0
B,1gb,2f_slru,pread,5,128,99.09,100.21,95.14,1.86,100.0,8299.06,189.99,8107.82,8394.20,8202.96,0.0
B,1gb,baseline,baseline,10,128,719.97,729.65,711.43,7.29,0.0,0.00,0.00,0.00,719.97,719.97,0.0
B,1gb,layers_5,async,10,128,642.39,658.90,626.61,9.12,100.0,259.91,190.42,69.77,903.74,711.52,0.0
B,1gb,layers_5,pread,5,128,641.07,648.72,631.19,6.58,100.0,527.88,191.51,337.64,1169.37,977.38,0.0
B,1gb,layers_92,async,10,128,491.07,1416.67,471.12,369.91,100.0,402.86,191.14,212.06,896.67,704.40,0.0
B,1gb,layers_92,pread,5,128,484.83,493.82,482.03,5.03,100.0,5276.50,191.40,5086.31,5758.53,5568.34,0.0
C,1gb,2d,async,10,128,314.28,325.85,300.87,7.71,100.0,263.78,190.13,73.17,577.67,387.98,0.0
C,1gb,2d,pread,5,128,312.89,314.86,297.15,7.30,100.0,738.33,189.80,549.03,1049.28,855.13,0.0
C,1gb,2e_K10,async,10,128,146.69,155.96,140.91,5.33,100.0,276.00,190.69,85.32,420.88,231.40,0.0
C,1gb,2e_K10,pread,5,128,144.63,155.77,141.63,5.71,100.0,1279.65,192.14,1087.67,1429.22,1236.34,0.0
C,1gb,2e_K500,async,10,128,149.26,160.64,144.57,5.65,100.0,1022.03,190.54,834.19,1176.35,990.57,0.0
C,1gb,2e_K500,pread,5,128,147.66,156.44,143.85,4.90,100.0,2503.02,190.17,2310.54,2655.40,2462.92,0.0
C,1gb,2f_slru,async,10,128,95.68,233.78,90.82,74.68,100.0,1788.75,190.18,1598.58,1887.12,1697.67,0.0
C,1gb,2f_slru,pread,5,128,93.22,97.61,91.89,2.37,100.0,3023.41,191.07,2832.34,3120.24,2929.17,0.0
C,1gb,baseline,baseline,10,128,723.60,730.77,691.40,11.12,0.0,0.00,0.00,0.00,723.60,723.60,0.0
C,1gb,layers_5,async,10,128,648.47,1284.82,633.28,342.39,100.0,260.19,191.08,69.25,908.81,717.77,0.0
C,1gb,layers_5,pread,5,128,646.48,648.34,637.60,4.42,100.0,530.37,191.16,338.20,1176.85,982.85,0.0
C,1gb,layers_92,async,10,128,640.69,655.29,632.34,8.33,100.0,397.50,190.36,206.55,1040.77,847.77,0.0
C,1gb,layers_92,pread,5,128,644.06,658.62,639.96,7.75,100.0,5264.51,189.65,5075.18,5909.64,5720.31,0.0
